subject,course_number,course_text_narrative,title_short_desc
HUM,5163,"The Heroic Tradition allows students to deepen understanding of main themes, figures, and works representing the tradition of the hero in literature, art, and legend throughout the Western tradition: the Homeric epics and the artistic tradition associated with them; Roman modifications of the idea of the hero; the influence and Christianization of the Vergilian hero; the heroicization of rulers and imperial powers; and the representation of the hero in sculpture, opera, other arts.",The Heroic Tradition
BIO,5892,"The Graduate Capstone is the culmination of the M.S. in Biology Non-thesis Option.  Students will submit a written document, content to be determined by the student's Advisory Committee, which is reflective of the non-thesis experience.  Additionally, students will meet with the Advisory Committee to complete an exit exam.  Subject matter will vary by discipline within the department.  This course must be taken in the final semester of the degree and cannot be taken for credit by students completing the Thesis Option.  Prerequisite(s):  Enrollment open to M.S. in Biology majors only with permission of the instructor.",Graduate Capstone
BME,5243,"The fundamentals of computer modeling and simulation of biomedical systems will be covered.  Students will develop quantitative models of biomedical systems including biofluids, bioelectrical and biomechanical systems.  Prerequisite(s):  ENGR 1213, ENGR 2303, ENGR 2311, and BME 3113 all with a minimum grade of ""C"".  Graduate standing.",Modeling & Analysis of BME Sys
FRCH,3153,"The French Scene: Cinema & Performing Arts concentrates on building advanced proficiency levels in reading, writing, and research skills.  The course aims to strengthen understanding of the socio-historical background in which specific movements and types of French films and performing arts came to be and also to develop in-depth awareness of French culture through the study of various art forms.  Prerequisite(s):  FRCH 1114, FRCH 1224 and FRCH 2113.",The French Scene
FRCH,3043,"The French Cookbook concentrates on building higher proficiency levels in reading, writing, and research skills.  The course's theme, French culinary art and customs, is used to develop a deeper awareness and understanding of the French culture from historical, sociological and geopolitical perspectives.  Prerequisite(s):  FRCH 1114, 1224, and (2113 or concurrent enrollment) with sophomore standing or above.",The French Cookbook
NTRN,3863,The focus of this course is to examine the role of the dietitian/nutritionist in identifying health and nutrition problems and integrating nutritional services with medical and social services within the community.  Prerequisite(s): NTRN 1513.,Community Nutrition
MATH,0213,"The focus of this course is to develop the quantitative skills necessary to be successful in MATH 1113.  Students will learn a variety of problem-solving strategies including reasoning with proportions, numeracy, interpretation of graphs, and formula usage.",Quantitative Literacy
ELED,5733,The focus of this course is on the use of instructional strategies that help learners achieve understanding of mathematics concepts in the elementary grades.  Areas covered in the course include the selection of effective instructional materials and the planning and implementation of mathematics instruction as well as appropriate methods for evaluating student achievement in mathematics.  Mathematics subject matter content and concepts will also be included.,Teaching Math for Understandin
PHED,3533,"The focus of this course is on the development of evaluation and measurement skills used by teachers and administrators of physical education.  A major emphasis is placed on interpreting descriptive statistics, and developing test construction techniques.  Students are given many opportunities to administer physical performance tests and to acquire knowledge about different grading techniques.",Meas-Eval H&PE
PHIL,3143,The focus of the course is on contemporary philosophical problems in religious thought.  Among the issues to be treated are: survival of religion in the 20th century; God and history; theism vs. humanism; the problems of religious language; and atheism vs. a new theism. Prerequisite(s):  3 hours of philosophy.,Philosophy of Religion
HIST,4223,"The First World War examines the claim that it was the first global and modern war while exploring the fundamental moral and ideological dilemmas of the time. This course will study all major participants and campaign theatres, as well as the war's transformative impact on technology, diplomacy, national economies, relations between states and their citizens, and cultural creativity. Prerequisite(s): (ENG 1113 and ENG 1213) and (HIST 1483 or HIST 1493). Junior standing.",The First World War
HIST,5243,"The First World War examines the claim that it was the first global and modern war while exploring the fundamental moral and ideological dilemmas of the time. This course will study all major participants and campaign theatres, as well as the war's transformative impact on technology, diplomacy, national economies, relations between states and their citizens, and cultural creativity.",The First World War
BME,4223,"The first part of this course is an overview of biomedical imaging systems and analysis including how images are formed and what types of information they provide by examining various imaging systems such as X-ray, ultrasound, and MRI.  The second part of the course introduces students to the image processing of medical images, such as reconstruction, enhancement, segmentation, registration and representation and analysis.  Prerequisite(s):  ENGR 3323 with a minimum grade of ""C"".  Admission into the Engineering  and Physics Upper Division is required.",Biomedical Imaging
ADED,5763,The Facilitating Online Learning course is designed to present concepts and skills used in the delivery and facilitation of online course and training programs focusing specifically for the adult learner.  The course provides specific applications in academic and workplace learning environments.  Prerequisite(s): ADED 5233 and ADED 5623.,Facilitng Online Learng Adults
FMCD,3093,"The evolving child between the ages of 6-12 year is the focus of this course. Developmental milestones and skills in physical, cognitive, and psychosocial are investigated. This merges with how influential the environment of family, friendships, and school is at this time of development. Field experience is required. Prerequisite(s): FMCD 2213. Sophomore standing or higher required.",Middle Childhood Dev/Field Sty
BCOM,3143,"The essential qualities of communication theory and skills, including written, oral and interpersonal communication are covered in this survey course.  Attention is paid to verbal and nonverbal communication theories and principles with practice and application specific to the business environment. Prerequisite(s):  ENG 1113, ENG 1213.",Business Communication
PHY,4101,"The equipment and techniques of nuclear radiation detection and measurement are presented.  Radiation experiments basic to radioisotope chemistry, radiation biology, nuclear medicine, and health physics are emphasized.  This course is designed for students in chemistry, biology, and medicine, as well as those in engineering and physics.  Prerequisite(s):  PHY 3103 or concurrent enrollment.",Nuclear Radiation Laboratory
PHY,3503,"The elements and principles of meteorology as related to weather are presented.  The course employs the principles of physics for the interpretation of weather along with charts, instruments, etc., for weather observation and forecast.  Prerequisite(s):  GENS 1104 or 1204 or PHY 1114 (previously 1113 and 1101).",Elementary Meteorology
MUED,4262,"The elementary music techniques is a 3-day workshop for elementary music and general classroom teachers, and undergraduate education students.  A nationally recognized clinician will offer sessions on all areas of elementary music education.  Prerequisite:  Admission to Teacher Education program.",Elementary Music Techniques
SAS,4303,"The disease of substance abuse and dependence has many unique characteristics when it occurs in persons and groups outside the typical family unit.  In this course, an examination of those characteristics is explored among special populations including adolescents, the elderly, racial and ethnic minorities, gays/lesbians, the physically and developmentally disabled, the chronically ill, and criminals/delinquents.  Prerequisite(s):  ENG 1113, ENG 1213, (SAS 2603 and 3123 or Family Life Education major).  This course replaces SOC 4303.",Subs Abuse In Special Pop
CTWD,4892,"The Directed Observation in Career, Technical, and Workforce Development course is designed to assist the new CTWD teacher/trainer hired directly from industry.  It will provide opportunities to witness various instructional methodologies, classroom/lab management procedures, teacher/trainer-student interaction, disciplining strategies, and everyday teacher/trainer decision making.  Prerequisite(s):  Student must be teaching as a certified teacher.",Directed Observation in CTWD
POL,5843,The development of political theories from Plato to Rousseau. Prerequisite(s):  POL 1113.,Ancient & Medieval Pol Thought
ADED,5753,The Developing Online Learning course is designed to present concepts and skills used in the development of online courses and training programs specifically for the adult learner.  The course provides specific applications in academic and workplace learning environments.  Prerequisite(s):  ADED 5233 and ADED 5623.,Developing Online Learning
ISOM,5343,"The design and development of end-user microcomputer applications that support semi-structured decision making in all levels of business organizations. Conceptual topics will include the decision making process, organizational data access and integration, building decision models, and design of graphical user interfaces. Students will use microcomputer client applications to gather data from multiple data sources and apply decision models from management science, accounting, finance, marketing or other business areas to provide support for business decisions. tudents will be expected to design and demonstrate prototype decision support projects in the context of a real business problem. Prerequisite(s):  Completed all prerequisites for the MBA Program and ISOM 5143.",Decision Support Systems
MUS,1120,"The departmental recital provides undergraduate music majors with a performing venue that creates a learning experience through the simulation of actual professional experience.  Students, both performers and audience members, will learn appropriate standards of performance, concert etiquette, stage deportment and attire.  The course requires attendance at weekly performance recitals.",Recital Attendance
MCOM,3483,"The Dark Side of Relationships is a study of how individuals deal with the darker sides of interpersonal communication and close relationships.  Topics include messages that hurt, fatal attraction, losing, leaving and letting go, relational transgressions, deception, jealousy and envy, and social predicaments.  Prerequisite(s):  ENG 1113, 1213, MCOM 1113, with junior or senior standing.",The Dark Side of Relationships
KINS,3112,"The course will study principles and methods of exercise leadership.  Primary focus will center on exercise programming and participation, teaching methods, technique evaluation, supervision, and leadership of various types of group exercise programs.  Prerequisite(s):  HLTH 3223 or BIO 2504 or FNRL 2214 and admission to the Kinesiology - Exercise and Fitness Management major.",Group Exercise Techniques
PHED,2601,"The course will provide basic instruction in skills, rules, and etiquette that are necessary for playing and understanding the game of golf.  P.E. activity credit.",Beginning Golf
EADM,5623,"The course will prepare school leaders to supervise and evaluate instructional programs, personnel, and curricular programs in public schools.  Additionally, this course will examine the better practices in classroom supervision, the perspectives for supervision, and the foundations of supervisory leadership.  Prerequisite(s):  EADM 5543 AND 5553.",Superv/Eval Of Instruction
FIN,5583,"The course will introduce, explore and analyze the strategies used and the issues encountered in the management of a fixed income portfolio. The course will emphasize the valuation of securities both individually and within a portfolio, the strategies employed with the results of the valuations, and the contemporary factors influencing the market.",Fixed Income Analysis
PHED,1561,"The course will include instruction and practice in the beginning skills, strategies, and rules of soccer and volleyball.  P.E. activity credit.",Beg Soccer & Volleyb
PHED,1771,"The course will include instruction and practice for stroke improvement, game strategies, and match play.  P.E. activity credit.",Intermediate Tennis
PHED,1701,The course will include beginning instruction in self-rescue and basic swimming skills.  Students will receive the American Red Cross certification upon successful completion of the course.  P.E. activity credit.,Beginning Swimming
PHED,1311,The course will focus on instruction and participation in the Tae Kwon Do form of karate.  P.E. activity credit.,Karate
REC,4513,"The course will examine the systematic approach to decision making based on fiscal policies, finance, and procedures related to the delivery of recreational programs.  Students will practice the aforementioned processes to decision making throughout the semester by managing a created facility.  Prerequisite(s):  KINS 4433 and junior or senior standing.  Enrollment open to Kinesiology majors only.",Org & Admin of Rec Facilities
KINS,3623,"The course will examine the principles and practical applications for designing, implementing, monitoring, promoting, and evaluating a wide variety of program forms in the recreation, leisure and fitness industry. Prerequisite(s):  KINS 2643.  This course replaces REC 3623.",Program Design And Management
PHED,3503,"The course will examine the physiological effects of exercise, the responses and adaptations of body systems to exercise, the essentials of an adequate diet, and the function of nutrients in exercise.  Prerequisite(s):  HLTH 3222 or 3223 or BIO 2504 or FNRL 2214.",Physiology Of Exercise
HLTH,3413,The course will examine sound nutritional knowledge and practices based on current scientific literature essential to optimal health in various levels of activity that are sport and age specific.  Credit may not be earned for both HLTH 3413 and NTRN 1513.  Prerequisite(s):  Junior standing or above and admission to the Kinesiology - Exercise and Fitness Management major.,Nutrition for Sports & Fitness
BIO,5812,"The course will examine pertinent contributions from recent research in the area of teaching secondary science.  The course focuses on research related to improving the teaching and learning of science, and on techniques and materials that meet the needs of secondary students.  The course emphasizes integrating science and technology, and adapting instruction to the needs of diverse learners.  Prerequisite(s):  Six (6) hours of science courses and/or permission of instructor.",Teach & Learn in Sci Classroom
BIO,4812,"The course will examine pertinent contributions from recent research in the area of teaching secondary science.  The course focuses on research related to improving the teaching and learning of science and on techniques and materials that meet the needs of secondary students.  The course emphasizes integrating science and technology, and adapting instruction to the needs of diverse learners.  Prerequisite(s):  six hours of science courses at the 3000-level and admission to Teacher Education or written permission of the instructor.  Junior or senior standing or above.",Teach & Learn in Sci Classroom
HLTH,4103,"The course will examine human growth and development across the life span with emphasis upon normal growth and milestones achieved in the physical, cognitive, social, and emotional systems.",Human Development
PHED,1211,The course will cover the fundamental instruction and active participation in in-line skating.  Information will be useful for learning and refining the basic skills.  P.E. activity credit.,In-line Skating
ENG,5233,"The course will cover the development of the American novel from its' beginnings in the late 18th Century through the romantic, realist, and naturalist periods.",American Novel I
PHIL,5503,"The course will begin with the logic of syntax, followed by an analysis of truth-functional compound statements and truth tables. A variety of proof procedures applicable to deductive arguments will be investigated and used, including formal and indirect proofs. Propositional functions and the use of quantifiers, the logic of relations, and finally, a study of the nature of deductive systems will complete the course.",Symbolic Logic
PHIL,4503,"The course will begin with the logic of syntax, followed by an analysis of truth-functional compound statements and truth tables.  A variety of proof procedures applicable to deductive arguments will be investigated and used, including formal and indirect proofs. Propositional functions and the use of quantifiers, the logic of relations, and finally, a study of the nature of deductive systems will complete the course.",Symbolic Logic
ENG,5413,The course will allow graduate students to study the practical application of grammatical theories in English as a Second Language (ESL) instruction through both primary and secondary research.,TESL Grammar
THRT,4843,The course will address problems and methods of teaching speech/drama/debate in the secondary schools.  Prerequisite(s):  Admission to Teacher Education program.  Junior or senior standing.,Methods of Teaching Sp/Dr/Db
MUS,4622,"The course will address methodological approaches to technical and musical aspects of string teaching in the context of exercises, studies, and repertoire. Prerequisite(s):  Enrolled in applied strings and senior standing.",String Pedagogy
REC,3433,The course will acquaint students with a variety of community based activities and skills related to the recreation profession.  The course will focus on skill development and theories related to community engagement.  Issues related to diverse populations and values associated with recreational activities will be examined during the course as well.  Prerequisite(s):  KINS 2643 with junior or senior standing.  Enrollment open to Kinesiology majors and Outdoor and Community Rec minors only.,Community Recreation
BIO,5103,"The course surveys the history of the natural sciences beginning with the natural philosophers of ancient Greece and continuing through the Middle Ages, the Renaissance and into the Modern Era.  Taught as a series of historical episodes, the course will include discussion of original literature about the scientific process, including the social and philosophical implications of that process.  Prerequisite(s):  Admission to the Biology Graduate Program OR Permission of Instructor.",History and Nature of Science
FRSC,3043,"The course serves as an introduction to crime scene investigations, including the foundations of the field and methodology employed. Students will learn the appropriate steps to process crime scenes, while minimizing bias and maintaining the integrity of the scene. Topics covered in this course include searching methods, photography, sketching, mapping, evidence collection/preservation techniques, fingerprinting, casting impressions, collecting ballistic and toolmark evidence, and the drafting of crime scene narratives and final reports. Students will demonstrate and enhance their understanding of the process through practical exercises involving mock crime scenes. The material will be presented through lecture, videos, demonstrations, and related exercises. Field exercises will be conducted on the UCO campus in the vicinity of the Forensic Science Institute. Prerequisite(s):  FRSC 2503 with a grade of ""C"" or above and sophomore standing or above.",Crime Scene Processing
PHIL,1123,The course requires the student to engage in reflective thought about moral problems chiefly by introducing them to basic issues in moral philosophy by means of readings from the past and present.,Contemporary Moral Problems
PSY,5543,"The course provides an introduction to the major career development and trait theories, career assessment techniques, and empirically based career counseling techniques.  The course emphasizes the integration of theories, techniques, and counseling applications.  In addition to the classroom, the on site counseling laboratory provides the opportunity for applied practice.  Prerequisite(s):  PSY 5473 with a minimum grade of ""B"".",Career Counseling
CMSC,4063,"The course provides an introduction to computer networks with emphasis on the Internet architecture and protocols. Topics include the structure and components of computer networks, layered architectures, medium access control, addressing, circuit-switched and packet switched networks, forwarding, routing, end-to-end data transfer, programming with sockets, application-layer protocols, domain name system, and application architecture. Prerequisite(s): CMSC 2613 and (STAT 2103 or STAT 2113 or STAT 4113 or concurrent enrollment).",Computer Networks
NURS,5113,The course provides an advanced understanding of pathophysiologic processes underlying human illness.  Instruction applies a systems approach to covering pathophysiologic processes associated with altered health states in adults.  This course is required for nursing master of science majors.  Students are required to have completed pathophysiology in undergraduate course work.,Advanced Pathophysiology
ENG,5503,"The course provides a survey of sixteenth century British prose, poetry, and drama. It will provide an extensive examination of writers and literary forms arising during Britain's 16th Century, each of which demonstrates continuing literary and historical importance to literature in English.",16th Century British Lit
CMSC,4023,"The course provides a study of the underlying concepts of programming languages such as automata, grammars, translation, bindings, scope, data types, control, subprogramming, concurrency, and exception handling.  Languages representing contrasting paradigms are studied.  Prerequisite(s):  CMSC 3613.",Programming Languages
ENG,4043,"The course provides a study of colonial, regional, and revolutionary American literature to examine the historical narratives, essays, fiction, sermons, political tracts, and poetry which formed and continue to influence American culture.  Prerequisite(s):  ENG 2773 and 2883.",Colonial American Literature
HLTH,2203,"The course provides a basic introduction to the field of public health, including trends and statistics.  Students gain knowledge about complex public health issues and the various agencies involved in addressing these issues.  Students are also introduced to the field of health education.  Prerequisite(s):  HLTH 1112.  Concurrent enrollment in HLTH 4900, a one-hour practicum, is required and must be approved by advisor.  Enrollment open to Community/Public Health major and minor students only.",Intro to Public Health
MUS,5043,"The course possesses a socio-historical orientation and covers a broad spectrum of the musical life of the United States since its colonization.  The content includes sacred and secular, popular and classical, as well as some of the folk traditions that have made important contributions to American musical life.",Music in America
NTRN,5333,The course offers the opportunity to use state of the art software developed for food management operations and nutrition services. Prerequisite(s):  Computer literacy and graduate standing in nutrition and food management.,Computers In Nutrition
MATH,4233,"The course is directed toward all undergraduate students in the B.S. program in Actuarial Science.  It is designed to equip students with an understanding of the basic theory of life contingencies.  Prerequisite(s):  MATH 4223 with a minimum grade of ""C"".",Math of Life Contingencies 2
MATH,4223,"The course is directed toward all undergraduate students in the B.S.  program in Actuarial Science.  It is designed to equip students with an understanding of the basic theory of life contingencies.  Prerequisite(s):  MATH 3133 with a minimum grade of ""C"" or STAT 4113 with a minimum grade of ""C"".",Math of Life Contingencies 1
SPED,5842,"The course is designed to teach skills necessary to design a program for students functioning at mild/moderate levels of Emotional/Behavioral Disorder, Learning Disabled, and Mental Retardation, and Early Childhood Development Delays. he Great Expectations Teaching Model and Priority Academic Student Skills Core Curriculum, counseling techniques, transition programs, and parent involvement training/behavior management programs will be explored to meet specific needs of Oklahoma School Districts. ollaboration and communication strategies will also be explored. Prerequisite(s):  SPED 4123 or 5123.",Curr Dev M/M Disabil
SFTY,3433,The course is designed to provide the students with a general background of the Occupational Safety and Health Act.,Introduction to OSHA
FMCD,5433,"The course is designed to introduce the student to a better understanding of the traumatic stress from both individual and systemic theoretical perspectives.  It will introduce and review the theoretical and historical beginnings of the concept of trauma to include the acceptance of post-traumatic disorder (PTSD) as a diagnosis in the DSM 5.  The course will discuss trauma reactions, effects of stressful events, and treatment.  A focus will be to understand the common and unique experiences of families.",Families in Crisis
PHED,1141,"The course is designed to improve cardiovascular and muscular fitness through a program consisting of the knowledge and skills of continuous, patterned movements on bench steps.  P.E. activity credit.",Bench Aerobics
SFTY,4013,The course is designed to explore the magnitude of the use of alcohol and drugs in our society.  The individual is encouraged to explore the areas before making a decision concerning the use or nonuse of these substances.,Alcohol And Drug Education
SPED,5252,"The course is designed to assist students in developing proficiency in recognizing and understanding the historical, legal, and ethical history of children, preschool to secondary level, defined as needing extensive and ongoing supports.  The content of this courses includes characteristics, roles, and interactions effects of and to friends, society and the family.  Motor tic, emotional, cognitive, social, behavioral, physical, and health causes will also be explored.  Prerequisite(s):  SPED 4123.",Found Sev/Prof Disab
BIO,5443,"The course is an introduction to manual techniques of tissue processing and staining procedures along with microphotography, phase microscopy, and fluorescence microscopy.  Student presentations of special projects are required.  It consists of one hour lecture and six hours laboratory per week.   Prerequisite(s):  Admission to the Biology Graduate Program OR Permission of Instructor.",Microtechnique and Laboratory
ENG,5343,The course is a comprehensive study of the English language from sounds (phonetics and phonology) to words (morphology) to structure (syntax) to meaning (semantics). The course also examines some social aspects of language (especially dialectology) as well as some applications of linguistic theory to other fields.,Linguistics
CHEM,3353,"The course introduces the fundamental principles and basic areas of environmental chemistry. Topics covered in this course include air, soil, and aqueous environmental chemistry with additional topics on energy production & climate change. Prerequisite(s): CHEM 1223.",Environmental Chemistry
PHIL,3533,"The course inquiries into a variety of topics centrally related to death and dying as unavoidable aspects of the human condition. Attention is also given to questions of human value and meaning that arise from our attitudes and treatment of the dying as well as funeral customs and care for the ""survivors"" of another's death.  Prerequisite(s):  Junior or senior standing.",Dying And Death
NTRN,5402,The course includes a study of scientific nutrition research on issues pertinent to women's health in all age groups.,Nutritional Concerns Of Women
PSY,5893,"The course focuses on developing appropriate cognitive and academic goals for students with different abilities, disabilities, individual needs.  An emphasis is placed on implementing interventions through consultation and collaboration across a range of systems including school, home, and community. Written permission of instructor required.",Consultation in Sch Psychology
ART,3543,"The course examines the painting, sculpture, architecture, decorative arts, and visual culture created in the Americas from the beginning up to the 21st century.  Students study art and visual culture within the framework of the cultural, political, philosophical, economic, and scientific changes, including colonialism, post-colonialism, and the globalization processes, as well as race and gender concepts.  Prerequisite(s):  Junior or senior standing.",Art of the Americas
ENG,5323,"The course examines the origins and historical development of the English language, including vocabulary, phonology, syntax, orthography, and morphology throughout the three main periods of development - Old English, Middle English, and Modern English.  Students in this class will consider the time periods, explore the major influences on and characteristics of the language in each period, and study how the language influenced, was influenced by, and is reflected in the literature of each period.",History English Language
ENG,4243,"The course examines the language and poetry of Chaucer.  Prerequisite(s):  ENG 1113, ENG 1213 and ENG 2303.",Chaucer
ENG,5043,"The course examines the colonial, regional, and revolutionary literature of America to identify the history, ideologies, myths, poetry, essays, and drama which shaped and continue to influence American culture.",Colonial American Literature
GERO,5443,"The course examines the biological changes associated with human aging.  Emphasis is given to theories of biological aging, maintenance of homeostatis, age changes in each body system, interactions among these systems, and diseases that commonly affect older adults.",Biology of Human Aging
ENGR,5333,"The course discusses the representation, analysis, and design of digital signals and systems.  Among the topics that will be covered are discrete signals and systems, signal sampling and reconstruction, z-transform, discrete Fourier transform, fast Fourier algorithms, also IIR and FIR filter structure and design.  Prerequisite(s):  ENGR3323.  Concurrent enrollment in ENGR 5311 is required.",Digital Signal Processing
ECON,4433,"The course discusses concepts in international macroeconomics such as the balance of payments, the current account, the exchange rate, foreign exchange markets, national output and the international monetary system.  The course analyzes the interaction of national economies through international financial markets.  The course will also cover policy issues including exchange rate management, optimum currency areas, history of international monetary systems, adjustment mechanisms, and interventions on the foreign exchange market.  Prerequisite(s):  ECON 2203.",Internat'l Monetary Relations
ENGR,5443,"The course covers the fundamentals and analysis of Navier-Stokes equation and its solution methods using computational fluid dynamics. Topics include fundamentals of mass conservation, momentum and energy equations, potential flow, incompressible and compressible flows, viscous flows, and basic concepts and application of finite volume methods in designing fluidic systems. Prerequisite(s):  ENGR 3203, 3443, MATH 3103.",Intro. to Comp. Fluid Dynamics
PHED,4202,"The course addresses the differences in levels of competitive sports, the personal roles that coaches should exhibit, the professional roles expected and the organizational influences on the world of a coach.",Theory Of Athletic Coaching
CJ,5133,The correctional process will be viewed from a systems approach since it represents one element in the total criminal justice process. Attention will be given to the correctional process and its relationship to other institutional and organizational elements within the total Criminal Justice system.,Correctional Systems Mgt/Adm
SFTY,4243,"The class will provide an overview of the fundamentals of sound and sound measurements, audiogram interpretation, noise effects, noise legislation, and effective hearing conservation programs.  Prerequisite(s):  SFTY 2503 with a grade of C or better and junior or senior standing.",Industrial Noise Control
MUS,5812,The choral directors institute is a three-day lecture series for choral directors.  Nationally recognized clinicians will offer sessions on all areas of choral music.,Choral Directors Institute
MPER,3201,"The Chamber Singers perform advanced choral literature which is intended for smaller vocal ensembles.  This includes, but is not limited to, Renaissance madrigals, motets, 20th century works, contemporary arrangements and vocal jazz.  This ensemble performs for choral concerts and local events.",Chamber Singers
BIO,4840,"The Capstone provides students an opportunity to apply, integrate, and demonstrate the knowledge and skills they have acquired during their undergraduate biology education.  This 0 credit hour course is designed to be taken in conjunction with a capstone experience through which the student will be able to demonstrate the core competencies of the general education program of the university.  Capstone experiences may include designated course options or special projects in biology.  Approval of the Capstone Coordinator is required before starting a capstone experience.  Regardless of the option that is chosen, students will be required to submit a reflective writing piece about their capstone experience.  Prerequisite(s):  Junior or senior standing with at least 60 credit hours of coursework.  Enrollment open to biology and biomedical major only.",Capstone
MCOM,5893,"The Capstone Project provides students with an opportunity to complete an applied project using communication theory and research methods learned in the program. The applied project allows students to synthesize and apply academic concepts to solve communication problems in organizations and communities. Admission to Graduate Program required. Prerequisite(s): MCOM 5043, MCOM 5103, MCOM 5123, and MCOM 5833.",Capstone Project
MCOM,3803,"The Business of Photography course focuses on the challenges involved with starting and managing an independent photography business.  Special attention will be placed on self-presentation, client interaction, and establishment of good business practices.  Prerequisite(s):  ENG 1113, ENG 1213, MCOM 1113, MCOM 1123, MCOM 1133, and MCOM 3293. Junior or senior standing required.",Business of Photography
ORGL,4213,"The broad purpose of this course is to examine how organizational cultures operate so that the decisions and actions taken by leaders can have greater positive, intentional impact. This course is designed to help leaders become aware of the multiple dimensions of culture and develop the skills of interpretation necessary to understand organizations. Prerequisite(s): ORGL 3113. Junior standing or higher required. Enrollment open to Organizational Leadership majors only.",Org Culture and Leadership
BIO,4254,"The behavior of animals will be studied emphasizing the ecological and evolutionary significance of behavior patterns in nature.  General principles and processes will be illustrated using recent empirical findings.  The course consists of three hours lecture and three hours laboratory per week.  Field work is required.  Students may not receive credit for both BIO 4213 and BIO 4254.  Prerequisite(s):  BIO 3154 or 3454 and STAT 2103 all with a minimum grade of ""C"".",Animal Behavior And Laboratory
BIO,4213,"The behavior of animals will be studied emphasizing the ecological and evolutionary significance of behavior patterns in nature.  General principles and processes will be illustrated using recent empirical findings.  Students may not receive credit for both BIO 4213 and BIO 4254.  Prerequisite(s):  BIO 3154 or 3454 and STAT 2103 all with a minimum grade of ""C"".",Animal Behavior
BIO,5254,The behavior of animals will be studied emphasizing the ecological and evolutionary significance of behavior patterns in nature.  General principles and processes will be illustrated using recent empirical findings.  Completion of a course in Evolution is strongly recommended.  Prerequisite(s):  Admission to the Biology Graduate Program OR Permission of Instructor.,Animal Behavior
MGMT,4443,"The attainment of a sustainable competitive advantage by an organization is a direct result of effective management of the innovation and creativity effort.  Understanding the processes, practices, and cultures that foster innovation and creativity within an organization is therefore a fundamental requirement for the future manager.  This course (a) exposes students to practical approaches of fostering innovation and creativity within an organization; and (b) promotes an understanding of the theoretical approaches of understanding the concepts behind organizational innovation and creativity.  By the end of the course, learners will be able to understand why some organizations are more creative and innovative than others, and will be in a position to develop a superior innovative and creative approach in an organizational setting.  Prerequisite(s):  Senior standing.",Innovation Management
ALA,4751,"The Applied Liberal Arts Capstone serves as a culminating course for the Applied Liberal Arts major. Students will complete a written reflection designed to integrate their interdisciplinary education in business, sciences, and the liberal arts, and will present their findings to other Applied Liberal Arts majors. Plans and strategies for careers after graduation will also be a significant component of the class. Enrollment open to Applied Liberal Arts majors only. Senior standing is required.",Applied Liberal Arts Capstone
PHY,3044,"The application of physics to the field of medicine is presented.  Topics covered will include mechanics of anatomical structure, optics of the eye, acoustics of hearing, electromagnetism and neurology, fluid flow within the heart and circulatory system, applications of radiation to medical diagnosis and therapy, and radiation safety.  Concurrent enrollment in PHY 3044L is required. Prerequisite(s):  PHY 1214 (previously 1213 &1201).",Medical Physics And Laboratory
NTRN,5184,"The advanced study of nutrition including digestion, absorption, and metabolism of all nutrients with an emphasis on the latest nutrition research. Prerequisite(s):  NTRN 4034, CHEM 3403, CHEM 4103 or concurrent enrollment, and BIO 2604.",Advanced Nutrition
MPER,2781,"The advanced piano class is designed for piano majors or students with equivalent proficiency.  The course of study will provide solo performers an opportunity for ensemble playing experience.  Areas of concentration will be piano duet literature, two-piano and four-piano literature, piano accompanying, and multiple score reading.  Enrollment is by permission only.",Piano Ensemble
MPER,5351,"The advanced piano class is designed for piano majors or students with equivalent proficiency.  The course of study will provide solo performers an opportunity for ensemble playing experience.  Areas of concentration are piano duet literature, two-piano and four-piano literature, piano accompanying, and multiple score reading.  Prerequisite(s): Written permission of instructor.",Advanced Piano Ensemble
THRT,4323,"The Advanced Lighting Design course continues the exploration of the design process through the examination of conceptual and technical requirements of various genres and styles of productions.  The student will explore in greater detail the textual analysis, historical and cultural research, documentation and budgetary constrains from completing multiple lighting design projects.  This is achieved through the student's effective use of the terminology, instrumentation, equipment, and software programs such as Vectorworks and Lightwright.  To support the student's ability to recognize and describe the characteristics and qualities of light, students create lighting journals that document their skills in this area.  Students will complete a research paper that compares and contrasts the design aesthetics of two lighting designers of their choice.  The projects, paper and journals from this course will be compiled so that they may be effective portfolio pieces that promote their talents.  Prerequisite(s):  THRT 3413, 3543 and 2743 with a minimum grade of ""B"" and junior or senior standing.",Advanced Lighting Design
ENG,5803,"TESL Portfolio provides TESL graduate students with a capstone experience in which they prepare a portfolio of artifacts that demonstrate their knowledge and skills in the field.  Students in this class will systematically revise a paper written for ENG 5900 (Practicum in TESL), deliver conference-style presentations, write abstracts for conferences, create resumes, and engage in other professional development activities such as writing cover letters, participating in simulated job interviews, and leading class discussions.",TESL Portfolio
UNIV,4990,Temporary courses associated with study abroad college coursework. Allows a student to be recognized as enrolled. These courses are replaced by approved articulated academic courses once the study aboard experience has ended and the appropriate records have been received by the UCO Registrar’s office.  Student pays fees to the international partner institution.,Study Abroad Place Holding
UNIV,4980,Temporary course associated with study abroad college coursework. Allows a student to be recognized as enrolled. These courses are replaced by approved articulated academic courses once the study aboard experience has ended and the appropriate records have been received by the UCO Registrar’s office.  Student pays tuition and fees at UCO.,Study Abroad Place Holding
